Text,Cluster
[NAME] was dragging brush to chipper down a small bank while it was pouring the rain. I discussed with foreman and asked if we could pull the chipper up in the driveway so they didn't have to pull brush to chipper down a slippery bank. [NAME] moved chipper up and crew was able to pull brush to a level area.,29
[NAME] left in equipment ( pullers ) at structure 3 tension site. Portable hydraulic pump left on site unsecured.,29
Trash Dumpster is Full and needs to be replaced. Advised the contractor to have trash dumpster replaced adequately.,29
servicer had a tight spot to back in to repair a light and called for me to help him which was the right call to make and i praised him for calling and explained to call anytime i would always help or send help.,29
[NAME] stuck in center of feed control bar due to slight downhill grade. Arm should be repaired to prevent such need.,29
I saw DICM foundation concrete chipped off and asked the forman about it and he said he has no idea what happened. [NAME] said they have looked at it and did not see any markings as if something hit it... we had a CB pad chipped off recently by an equipment and do however have an abundance of repair epoxy to repair that chip as well,29
"[NAME] links would be handy, such as pole setting and grounding. Maybe a storm check box that lets you manually type where your actually at. Have done a bunch on storm and didn't get to capture the info accurately.",29
"Neither workers had a JSA, I assisted them with filling one out. They said they do one when they are on site working, but didn't typically for scope walk downs. I told them anytime they are onsite, they need to do a JSA, slip trips, and falls are one of our biggest leading indicators.",29
"Only 1 wheel chock was down, all stop called and chock was set. Trimmer [NAME] with no regard for the service wires below, witnessed limbs strike and shake service wire violently multiple times spotter was not doing their job. Called an all stop and had GF talk to trimmer about avoiding all lines and obstacles with falling limbs.",29
One of the grounding jumpers at structure 2L is missing a flag. Reported to [NAME] and he was going to correct it ASAP.,29
"[NAME] & [NAME] - critical steps - checked voltage & rotation on existing pad mounted XFMR and phasing on existing pad mounted switchgear. They anticipated errors or mistakes in addition to worst case consequences, i. e. the primary phasing not matching & potential of damaging company and customer's equipment.",29
